symbol,vol30d,rank,included
HEIUSDT,173461558.80080998,56,1
JTOUSDT,157254871.26918998,57,1
INJUSDT,151775415.72831997,58,1
DOTUSDT,149792377.64347997,59,1
CRCLBUSDT,147935648.65820000,60,1
FILUSDT,142938876.11900303,61,1
TOWNSUSDT,139176880.92204002,62,1
PENGUUSDT,138030648.08814198,63,1
WLFIUSDT,136240956.82321000,64,1
ASTERUSDT,133556955.02260001,65,1
KAITOUSDT,128297045.29836002,66,1
TIAUSDT,117783731.19898401,67,1
DASHUSDT,117102885.15125999,68,1
ICPUSDT,111964420.11719997,69,1
BONKUSDT,109538979.23852551,70,1
HOMEUSDT,106247928.74359003,71,1
VIRTUALUSDT,106126848.26730002,72,1
RIFUSDT,102763907.67479999,73,1
EPICUSDT,100949056.63018002,74,1
LDOUSDT,99841935.20113000,75,1
ZBTUSDT,99442687.59681000,76,1
ZAMAUSDT,97859163.57463999,77,1
APTUSDT,96115607.20776001,78,1
ORDIUSDT,95215654.95432000,79,1
JSTUSDT,89809619.99200998,80,1
EIGENUSDT,89178860.06215200,81,1
ETHFIUSDT,89070727.42614001,82,1
DYDXUSDT,87536080.82775483,83,1
POLUSDT,86550585.59559101,84,1
WBTCUSDT,84008459.32086961,85,1
ACTUSDT,83287895.43396200,86,1
OPGUSDT,82737481.21612997,87,1
MANTAUSDT,81832073.35196199,88,1
PYTHUSDT,80076368.99999900,89,1
ATMUSDT,79878962.25901999,90,1
SEIUSDT,79272023.57532199,91,1
DODOUSDT,78902932.97996099,92,1
PENDLEUSDT,77194081.55849998,93,1
OPUSDT,77014630.52642302,94,1
ZROUSDT,76868572.85802999,95,1
SHIBUSDT,76776357.14503799,96,1
RENDERUSDT,75748065.03165002,97,1
BELUSDT,74127737.00717999,98,1
ACEUSDT,72529780.46579999,99,1
XECUSDT,70647045.10463661,100,1
AGLDUSDT,70614730.15969998,101,1
NIGHTUSDT,70382885.44103001,102,1
MORPHOUSDT,69692073.73521999,103,1
SKHYBUSDT,68778046.77111998,104,1
SOXLBUSDT,68604534.25093998,105,1
CHZUSDT,68274670.95420001,106,1
WIFUSDT,66607848.37813599,107,1
RESOLVUSDT,64222967.30701900,108,1
IDUSDT,63896515.95530000,109,1
NOMUSDT,62574758.29807999,110,1
ERAUSDT,61786919.27548000,111,1
SUSDT,60721888.09539003,112,1
BLURUSDT,60602364.93737600,113,1
HEMIUSDT,60568537.17720900,114,1
GIGGLEUSDT,60482803.12770000,115,1
THEUSDT,59003078.72239001,116,1
GUSDT,58982540.96020997,117,1
CHIPUSDT,57934351.44376000,118,1
BIOUSDT,57894908.11955197,119,1
ALICEUSDT,57394579.35501399,120,1
FFUSDT,56397092.31993101,121,1
CRVUSDT,56313272.60286999,122,1
SKLUSDT,56035744.93564000,123,1
LUMIAUSDT,55939797.46602100,124,1
GALAUSDT,55262294.94724600,125,1
ALGOUSDT,53311211.57879999,126,1
OGNUSDT,52041911.66716000,127,1
PARTIUSDT,51050257.35674001,128,1
LUNCUSDT,50415978.88016920,129,1
ETCUSDT,48830512.99219999,130,1
ATOMUSDT,48764414.34043999,131,1
PORTALUSDT,47839700.68007100,132,1
APEUSDT,47237813.52426298,133,1
TUSDT,46774962.65328500,134,1
CAKEUSDT,46623570.90953000,135,1
SAHARAUSDT,46387398.32347000,136,1
DRAMBUSDT,45032029.76910000,137,1
MMTUSDT,44902938.98291000,138,1
BFUSDUSDT,44796822.49000000,139,1
TNSRUSDT,44471614.82668000,140,1
VANAUSDT,42513820.40672000,141,1
SPELLUSDT,42072588.00650419,142,1
BICOUSDT,42042890.17584830,143,1
MIRAUSDT,41243391.83839000,144,1
0GUSDT,39832689.64670001,145,1
KATUSDT,38988141.79127000,146,1
TRBUSDT,38821974.51025999,147,1
PYRUSDT,38738248.60747301,148,1
METUSDT,38057624.56224000,149,1
MANTRAUSDT,37861075.85358001,150,1
SKYUSDT,37542972.81373002,151,1
ZKUSDT,37178326.53769301,152,1
LAUSDT,36879641.57745000,153,1
ARUSDT,36518310.45632999,154,1
STRKUSDT,36077695.67628560,155,1
BERAUSDT,35878774.62245150,156,1
RUNEUSDT,35861318.91370000,157,1
AXSUSDT,35816444.66149000,158,1
WUSDT,35087036.49426001,159,1
ARPAUSDT,34328169.73956501,160,1
MITOUSDT,33036636.54302800,161,1
IOUSDT,32644454.97676999,162,1
SAGAUSDT,32475425.70536899,163,1
BREVUSDT,32207956.08524000,164,1
STGUSDT,31870360.55006000,165,1
ZENUSDT,31779142.68608000,166,1
WBETHUSDT,31694892.20792901,167,1
PROMUSDT,31345732.84833000,168,1
FLOKIUSDT,31319556.42356160,169,1
NEIROUSDT,31147034.45944168,170,1
SUNUSDT,31091165.19317000,171,1
ROBOUSDT,31006720.96067001,172,1
SPKUSDT,30790560.34097300,173,1
MSTRBUSDT,30337049.62790000,174,1
SNXUSDT,29890428.48690000,175,1
PLUMEUSDT,29723972.69968999,176,1
CITYUSDT,29677477.41884001,177,1
CFGUSDT,29407590.55746000,178,1
GUNUSDT,29016167.43666001,179,1
ENSOUSDT,28820614.60938000,180,1
HOTUSDT,28206172.31233801,181,1
YFIUSDT,28120288.43448999,182,1
CHRUSDT,27785147.38790000,183,1
MEUSDT,27736063.30448990,184,1
GENIUSUSDT,27453863.80347000,185,1
IOTAUSDT,27155863.26650001,186,1
HOLOUSDT,27077005.69304000,187,1
OPENUSDT,26827445.74046000,188,1
ZKPUSDT,26802321.79220000,189,1
ESPUSDT,26181998.46297000,190,1
EDENUSDT,25512073.30611900,191,1
EWYBUSDT,25208360.94976999,192,1
AVNTUSDT,24651950.02103999,193,1
BANANAS31USDT,24309428.62969800,194,1
FOGOUSDT,24218046.55647000,195,1
VICUSDT,24166731.93568400,196,1
AIUSDT,24059435.69902999,197,1
TSTUSDT,23616112.07371801,198,1
STRAXUSDT,23605849.43028000,199,1
PHAUSDT,23445869.47840000,200,1
STOUSDT,23405763.43062000,201,1
QQQBUSDT,23389282.77467000,202,1
ENSUSDT,23202855.75860000,203,1
EDUUSDT,23054733.04460000,204,1
PUNDIXUSDT,22848976.19852000,205,1
RAYUSDT,22583257.64261001,206,1
MEMEUSDT,22440045.89867699,207,1
PORTOUSDT,22000108.73960000,208,1
IMXUSDT,21997184.41571000,209,1
NVDABUSDT,21827159.81540000,210,1
BANANAUSDT,21250523.41113700,211,1
TSLABUSDT,21185602.74288000,212,1
BARUSDT,21113456.89280000,213,1
PIVXUSDT,21052500.87530001,214,1
MOVRUSDT,21007193.86062800,215,1
RPLUSDT,20838149.18320001,216,1
SANDUSDT,20814307.86556000,217,1
DOGSUSDT,20539978.16087126,218,1
INTCBUSDT,20523780.43753000,219,1
JASMYUSDT,20486049.25201900,220,1
GPSUSDT,20460544.88034700,221,1
EGLDUSDT,20411924.80100000,222,1
PSGUSDT,20386846.81171000,223,1
CFXUSDT,20358995.98413000,224,1
PNUTUSDT,20158701.01261000,225,1
HUMAUSDT,20129617.39210000,226,1
MUBARAKUSDT,19678188.34655700,227,1
REDUSDT,19361752.13340000,228,1
KGSTUSDT,19096158.04378500,229,1
XTZUSDT,18763829.41887000,230,1
SCRTUSDT,18758525.79625000,231,1
ONEUSDT,18696411.85615500,232,1
MANAUSDT,18489922.18020000,233,1
AMPUSDT,18442610.31425700,234,1
MBLUSDT,18177086.76099800,235,1
SLPUSDT,18001097.84066200,236,1
GRTUSDT,17990447.93671000,237,1
TUTUSDT,17647354.78130000,238,1
GLMRUSDT,17631887.53206080,239,1
TURBOUSDT,17599831.28192400,240,1
MOVEUSDT,17576077.30680000,241,1
DYMUSDT,17481450.31969200,242,1
FORMUSDT,17481092.43606000,243,1
QNTUSDT,17473212.10685000,244,1
VETUSDT,17369807.37130030,245,1
OGUSDT,17325832.60780000,246,1
DCRUSDT,17310925.99914000,247,1
NEWTUSDT,17202061.63682000,248,1
JUVUSDT,17065453.01330000,249,1
COOKIEUSDT,16963621.63948000,250,1
STORJUSDT,16952191.39509999,251,1
KAIAUSDT,16857864.30823000,252,1
THETAUSDT,16773395.83653000,253,1
NILUSDT,16764037.23250700,254,1
MINAUSDT,16737284.52808000,255,1
COMPUSDT,16716411.55214000,256,1
BABYUSDT,16657107.16986000,257,1
MAGICUSDT,16476133.34974000,258,1
SOMIUSDT,16387474.28463000,259,1
ORCAUSDT,16366806.03572000,260,1
FIDAUSDT,16362706.75123800,261,1
LAYERUSDT,16328153.75861400,262,1
ARKMUSDT,16216587.92230000,263,1
GASUSDT,16198730.04230000,264,1
CATIUSDT,16197159.87575400,265,1
ALTUSDT,16011806.18281000,266,1
ENJUSDT,15996651.35276700,267,1
GMTUSDT,15888469.08995300,268,1
WCTUSDT,15868634.55102500,269,1
ZKCUSDT,15819163.60657000,270,1
ANKRUSDT,15814838.44849200,271,1
BARDUSDT,15635462.97241000,272,1
AUDIOUSDT,15550298.66862400,273,1
1MBABYDOGEUSDT,15316463.02171760,274,1
YBUSDT,15311985.60387000,275,1
AIXBTUSDT,15295783.60228100,276,1
POWRUSDT,15197434.36100000,277,1
USUALUSDT,15090308.15756700,278,1
AWEUSDT,14939094.66396000,279,1
LINEAUSDT,14883768.06235300,280,1
LAZIOUSDT,14536411.11774000,281,1
BROCCOLI714USDT,14311712.61656000,282,1
PIXELUSDT,14251584.01160100,283,1
STXUSDT,14199486.98027000,284,1
AUSDT,14078013.25530000,285,1
BNSOLUSDT,14037351.95270000,286,1
SAPIENUSDT,13886745.49116000,287,1
RSRUSDT,13697578.33441890,288,1
ONGUSDT,13626458.33715000,289,1
XAIUSDT,13617330.24936900,290,1
ZILUSDT,13565091.33670960,291,1
CVXUSDT,13103457.56813600,292,1
BOMEUSDT,13032425.08486100,293,1
LUNAUSDT,12925616.05714800,294,1
NEOUSDT,12873726.67196000,295,1
1000CHEEMSUSDT,12684378.22290800,296,1
REZUSDT,12529376.35378980,297,1
NEXOUSDT,12520805.97764000,298,1
SUSHIUSDT,12400718.79905000,299,1
HAEDALUSDT,12337291.93231600,300,1
YGGUSDT,12310412.36707400,301,1
ONTUSDT,12289164.14945000,302,1
RAREUSDT,12281478.26136500,303,1
AEVOUSDT,12278688.43963640,304,1
SOLVUSDT,12098657.70534999,305,1
ANIMEUSDT,12074470.08577100,306,1
NOTUSDT,11809630.32335700,307,1
RVNUSDT,11697166.75662500,308,1
ALPINEUSDT,11661907.52822000,309,1
ACHUSDT,11574923.71360000,310,1
LISTAUSDT,11565877.52186000,311,1
ROSEUSDT,11487379.23775200,312,1
1INCHUSDT,11398394.91948000,313,1
AUCTIONUSDT,11382037.79215000,314,1
CUSDT,11370810.34571000,315,1
NMRUSDT,11337709.87670000,316,1
KERNELUSDT,11287112.74923000,317,1
GLMUSDT,11280449.11042000,318,1
KAVAUSDT,11118267.34878400,319,1
TWTUSDT,11102772.20860000,320,1
ACMUSDT,11073549.15230000,321,1
KMNOUSDT,10852434.20137000,322,1
ASRUSDT,10673874.40020000,323,1
VELODROMEUSDT,10671635.23052800,324,1
PROVEUSDT,10491127.83038000,325,1
2ZUSDT,10488774.19593000,326,1
1000SATSUSDT,10462219.84851399,327,1
SCRUSDT,10423236.51226200,328,1
WALUSDT,10373355.31318000,329,1
SUPERUSDT,10354495.18160000,330,1
ATUSDT,10277369.42027000,331,1
KSMUSDT,10178032.09957000,332,1
BEAMXUSDT,10133059.29413100,333,1
DGBUSDT,10090579.78059300,334,1
API3USDT,9944570.93015400,335,1
GOOGLBUSDT,9926614.34014000,336,1
MAVUSDT,9902228.10052000,337,1
SIGNUSDT,9446609.71661000,338,1
CYBERUSDT,9410586.52228000,339,1
SANTOSUSDT,9206658.18280000,340,1
FTTUSDT,9136571.88484300,341,1
SHELLUSDT,9023112.63371000,342,1
HFTUSDT,8983409.69525090,343,1
PEOPLEUSDT,8980806.13087000,344,1
RONINUSDT,8875219.34112900,345,1
AMDBUSDT,8813307.97555000,346,1
AXLUSDT,8809046.48301800,347,1
ARKUSDT,8762711.54690000,348,1
LPTUSDT,8650623.89309000,349,1
MASKUSDT,8639626.40310000,350,1
EULUSDT,8606381.88471000,351,1
C98USDT,8431041.14415100,352,1
CTSIUSDT,8370827.77851000,353,1
FUSDT,8347292.29581000,354,1
RADUSDT,8303796.42540000,355,1
NBISBUSDT,8067230.78949000,356,1
CELRUSDT,8044956.49319640,357,1
POLYXUSDT,8021676.61142000,358,1
BATUSDT,7993842.27840000,359,1
QUICKUSDT,7991664.38709000,360,1
QKCUSDT,7642127.13271700,361,1
ADXUSDT,7592003.26360000,362,1
TURTLEUSDT,7510581.50070000,363,1
BBUSDT,7490855.32928100,364,1
NXPCUSDT,7409267.00507000,365,1
GNOUSDT,7310956.90754000,366,1
BTTCUSDT,7257026.06459990,367,1
HIVEUSDT,7124010.65770000,368,1
OSMOUSDT,7033020.23585600,369,1
COWUSDT,6854918.28673000,370,1
QIUSDT,6753589.98131100,371,1
XVGUSDT,6740213.62456400,372,1
CGPTUSDT,6516809.87198900,373,1
FLOWUSDT,6476279.13615360,374,1
CKBUSDT,6227392.68533500,375,1
DUSKUSDT,6222699.32920000,376,1
SOPHUSDT,6172584.64069000,377,1
CVCUSDT,6064204.86367000,378,1
WAXPUSDT,5972190.46188000,379,1
INITUSDT,5804154.57965000,380,1
SSVUSDT,5701567.07567100,381,1
XNOUSDT,5552328.42977000,382,1
BIGTIMEUSDT,5457571.49641000,383,1
ZRXUSDT,5444079.76030000,384,1
BMTUSDT,5300153.06618200,385,1
ILVUSDT,5237031.36119000,386,1
IOTXUSDT,5234092.53540000,387,1
VTHOUSDT,5169979.33505700,388,1
GTCUSDT,5164461.86261800,389,1
QTUMUSDT,5161618.24130000,390,1
MRVLBUSDT,5125913.42196000,391,1
SCUSDT,4989742.77293500,392,1
ASTRUSDT,4979459.54674950,393,1
GMXUSDT,4966586.78762000,394,1
UMAUSDT,4966298.39330000,395,1
CETUSUSDT,4871840.75223200,396,1
COTIUSDT,4833337.25080000,397,1
GLWBUSDT,4783290.50465000,398,1
DOLOUSDT,4766072.87526600,399,1
FRAXUSDT,4735373.34064000,400,1
STEEMUSDT,4719278.38714900,401,1
FLUXUSDT,4558143.19321700,402,1
CBRSBUSDT,4543915.54505000,403,1
1000CATUSDT,4535640.48964500,404,1
ACXUSDT,4517251.73518800,405,1
COINBUSDT,4464075.62939000,406,1
METISUSDT,4447834.58047000,407,1
TFUELUSDT,4301255.85691000,408,1
BANDUSDT,4293561.69207000,409,1
WINUSDT,4198897.90756350,410,1
SFPUSDT,4156998.01730000,411,1
LITEBUSDT,4113131.28698000,412,1
IBMBUSDT,4108411.35995000,413,1
BNTUSDT,4104994.17722000,414,1
KORUBUSDT,3876465.99690000,415,1
KNCUSDT,3813711.35416000,416,1
TKOUSDT,3760699.79647000,417,1
AVAUSDT,3655578.45445000,418,1
MSFTBUSDT,3629806.95572000,419,1
WDCBUSDT,3501725.24663000,420,1
TSMBUSDT,3289126.17211000,421,1
LSKUSDT,3279102.76187000,422,1
IOSTUSDT,3268105.04562900,423,1
REQUSDT,3182059.45120000,424,1
WOOUSDT,3146081.22217800,425,1
METABUSDT,3089591.78366000,426,1
XVSUSDT,2998067.65540000,427,1
DIAUSDT,2911447.66689000,428,1
PLTRBUSDT,2863301.58140000,429,1
RLCUSDT,2843610.31847000,430,1
BABABUSDT,2779682.19413000,431,1
GNSUSDT,2559873.78867000,432,1
LQTYUSDT,2483908.74443000,433,1
AAOIBUSDT,2454047.23740000,434,1
JOEUSDT,2399688.64074300,435,1
ICXUSDT,2246887.21960000,436,1
NOKBUSDT,2148090.64530000,437,1
QCOMBUSDT,2024507.51609000,438,1
MTLUSDT,1907392.97740000,439,1
IQUSDT,1724865.38045500,440,1
CTKUSDT,1656844.16285000,441,1
MUUBUSDT,1509457.97410000,442,1
RKLBBUSDT,1438277.83080000,443,1
SPYBUSDT,1266291.20715000,444,1
HOODBUSDT,1089095.32628000,445,1
SNXXBUSDT,1035981.21560000,446,1
AVGOBUSDT,818303.04284000,447,1
ARMBUSDT,774975.68680000,448,1
AXTIBUSDT,235241.39580000,449,1
MVLLBUSDT,230174.38540000,450,1
TQQQBUSDT,191674.55610000,451,1
CRWVBUSDT,162253.73790000,452,1
INTWBUSDT,159453.63090000,453,1
ORCLBUSDT,93447.07735000,454,1
QNTBUSDT,83067.10350000,455,1
