symbol,vol30d,rank,included
BIOUSDT,38393541.82841999,142,1
RUNEUSDT,38119377.68980000,143,1
APEUSDT,37523506.77964199,144,1
TRBUSDT,37031385.31983000,145,1
BERAUSDT,35516139.14354769,146,1
STRKUSDT,34815804.83893630,147,1
TSLABUSDT,34645179.24719001,148,1
ARPAUSDT,34336345.14292599,149,1
IDUSDT,34163057.19880000,150,1
MSTRBUSDT,34127285.50970000,151,1
PLUMEUSDT,33888634.15992000,152,1
SKYUSDT,33596293.14131000,153,1
ZKUSDT,33565424.01928700,154,1
FLOKIUSDT,33553024.72522169,155,1
KATUSDT,33544943.23803000,156,1
DIAUSDT,33531492.89494000,157,1
NILUSDT,33033036.51807600,158,1
METUSDT,32551604.69372000,159,1
RESOLVUSDT,31991798.42892399,160,1
ENSOUSDT,31286098.06228000,161,1
BREVUSDT,30323395.07728000,162,1
BFUSDUSDT,29637297.48229999,163,1
NEIROUSDT,29609988.03611496,164,1
INTCBUSDT,29414193.93821000,165,1
SAGAUSDT,29117065.32373600,166,1
YFIUSDT,28644847.37194000,167,1
ZILUSDT,28369694.94744290,168,1
ZENUSDT,28217002.53499001,169,1
ROBOUSDT,28208568.56659000,170,1
SUNUSDT,28055047.72613000,171,1
SUSDT,27745498.99749400,172,1
CFGUSDT,27669948.79803000,173,1
ARUSDT,27448657.01785000,174,1
ZKPUSDT,27304750.32800000,175,1
SAHARAUSDT,27226756.73826000,176,1
ACTUSDT,26103114.65086101,177,1
SNXUSDT,26039588.73040000,178,1
KGSTUSDT,25897213.35550800,179,1
AXSUSDT,25781497.21434000,180,1
BOMEUSDT,25770869.41856340,181,1
IOUSDT,25647617.82250600,182,1
AGLDUSDT,25501037.10813000,183,1
GUNUSDT,25335635.62884000,184,1
SPKUSDT,25043928.70330701,185,1
OPENUSDT,24987834.14158000,186,1
HOTUSDT,24917379.35142100,187,1
TNSRUSDT,24756263.00962999,188,1
ACHUSDT,24753100.46696000,189,1
BARDUSDT,23844195.22341000,190,1
MEUSDT,23668779.57195430,191,1
MITOUSDT,23624356.71913800,192,1
WBETHUSDT,23574956.04977400,193,1
ENSUSDT,23347790.31670000,194,1
NVDABUSDT,22985686.02302000,195,1
IOTAUSDT,22833308.96920000,196,1
PORTALUSDT,22528210.98751900,197,1
WUSDT,22523618.30348000,198,1
TSTUSDT,22317021.76252001,199,1
GUSDT,22071209.66169000,200,1
BANANAUSDT,21985590.84560600,201,1
PORTOUSDT,21913789.93817000,202,1
ONEUSDT,21842323.57308499,203,1
HYPERUSDT,21736747.38900001,204,1
GENIUSUSDT,21342003.60120000,205,1
EDUUSDT,21321878.41920000,206,1
REZUSDT,21243674.94575580,207,1
NBISBUSDT,21166231.68359001,208,1
STXUSDT,20746691.40993000,209,1
IMXUSDT,20728855.87995901,210,1
MUBARAKUSDT,20473415.38596300,211,1
BICOUSDT,20424685.37353660,212,1
CELOUSDT,20082087.23701499,213,1
DOGSUSDT,20040635.92789126,214,1
EGLDUSDT,19891821.42380000,215,1
GLMRUSDT,19800305.56964130,216,1
CHRUSDT,19493143.36372001,217,1
GPSUSDT,19472706.10498500,218,1
ZKCUSDT,19393690.74602000,219,1
CFXUSDT,19351281.78083000,220,1
STORJUSDT,19128022.05689999,221,1
RPLUSDT,19019314.37399999,222,1
LPTUSDT,18995448.23409000,223,1
BANANAS31USDT,18680270.17750900,224,1
PHAUSDT,18659260.95560000,225,1
PEOPLEUSDT,18503062.43520600,226,1
MANAUSDT,18385186.40140000,227,1
JASMYUSDT,18347162.39034700,228,1
XTZUSDT,18224025.80333000,229,1
MOVRUSDT,18211975.09290400,230,1
MANTAUSDT,18164566.88649500,231,1
RAYUSDT,18137042.12413000,232,1
SANDUSDT,17913317.72748000,233,1
PNUTUSDT,17855464.70301000,234,1
DCRUSDT,17784624.89608000,235,1
TUTUSDT,17776921.50818000,236,1
STGUSDT,17762094.09544000,237,1
GOOGLBUSDT,17735626.21999000,238,1
SCRTUSDT,17703938.66950000,239,1
CITYUSDT,17488849.88145000,240,1
AMPUSDT,17329946.07575000,241,1
YBUSDT,16727053.01784000,242,1
FORMUSDT,16656989.29804000,243,1
CVXUSDT,16406145.50098800,244,1
MINAUSDT,16252411.16197000,245,1
VETUSDT,16102713.35883540,246,1
BARUSDT,15938638.99045000,247,1
ANKRUSDT,15862734.95051000,248,1
EDENUSDT,15712145.48222100,249,1
STOUSDT,15571963.23479000,250,1
1MBABYDOGEUSDT,15497797.47553000,251,1
STRAXUSDT,15497596.67450000,252,1
AUDIOUSDT,15399026.82772700,253,1
QNTUSDT,15392004.91784000,254,1
SAPIENUSDT,15349364.91959000,255,1
MOVEUSDT,15224882.11968000,256,1
OGUSDT,15222296.28160000,257,1
GRTUSDT,15187019.40751000,258,1
REDUSDT,15153018.15586000,259,1
HUMAUSDT,15098647.31184000,260,1
LINEAUSDT,15030735.37131500,261,1
DGBUSDT,15023954.21394800,262,1
CATIUSDT,14946487.13372600,263,1
QIUSDT,14911303.98442500,264,1
AVNTUSDT,14898713.54301000,265,1
GMTUSDT,14870829.56442500,266,1
THETAUSDT,14838362.89122000,267,1
MBLUSDT,14703686.07774800,268,1
RSRUSDT,14670622.70867920,269,1
VICUSDT,14645822.23015700,270,1
ARKMUSDT,14431186.78282000,271,1
API3USDT,14182238.41320000,272,1
SLPUSDT,14104650.45030100,273,1
NEWTUSDT,13907568.73859000,274,1
KAIAUSDT,13807808.44309000,275,1
SOMIUSDT,13755831.25133000,276,1
YGGUSDT,13665832.12810800,277,1
MUUBUSDT,13596173.36250000,278,1
JUVUSDT,13530816.56850000,279,1
ENJUSDT,13499858.04939300,280,1
BROCCOLI714USDT,13465476.01579000,281,1
AUSDT,13452422.01927000,282,1
LISTAUSDT,13413378.67039000,283,1
MEMEUSDT,13388285.17603800,284,1
AIUSDT,13271812.97682000,285,1
TWTUSDT,13224469.29000000,286,1
1INCHUSDT,13169453.65243000,287,1
PIXELUSDT,13163172.88612300,288,1
ALTUSDT,13077662.91782000,289,1
1000CHEEMSUSDT,12711265.36294600,290,1
AMDBUSDT,12696518.92713000,291,1
ALPINEUSDT,12684659.57350000,292,1
DYMUSDT,12648255.87915800,293,1
USUALUSDT,12591552.97316000,294,1
TURBOUSDT,12396451.26189200,295,1
WCTUSDT,12395953.53622000,296,1
SOLVUSDT,12308036.58908000,297,1
HAEDALUSDT,11959295.44529000,298,1
AIXBTUSDT,11893361.32686500,299,1
AUCTIONUSDT,11837230.30042000,300,1
SCRUSDT,11687200.69876800,301,1
BABYUSDT,11577025.33163000,302,1
NEOUSDT,11546344.52954000,303,1
KERNELUSDT,11535819.55967000,304,1
BEAMXUSDT,11469796.53566500,305,1
MAVUSDT,11455983.44583000,306,1
COMPUSDT,11393083.53526000,307,1
LUNAUSDT,11386089.38706800,308,1
PSGUSDT,11324672.48517000,309,1
RAREUSDT,11191941.16694300,310,1
ROSEUSDT,11142597.27951600,311,1
ORCAUSDT,11062425.17534000,312,1
NEXOUSDT,10863114.20117000,313,1
LAZIOUSDT,10628469.40802000,314,1
BNSOLUSDT,10425950.02540000,315,1
RVNUSDT,10401544.42029400,316,1
XAIUSDT,10394302.24136000,317,1
PIVXUSDT,10163174.55670000,318,1
CUSDT,10148243.64260000,319,1
NOTUSDT,10039683.03742900,320,1
HFTUSDT,9961707.53202820,321,1
KAVAUSDT,9844825.55269800,322,1
REQUSDT,9825816.22920000,323,1
SUSHIUSDT,9768358.41872001,324,1
KMNOUSDT,9661942.26907000,325,1
PROVEUSDT,9388991.76012000,326,1
MRVLBUSDT,9373865.97366000,327,1
FIDAUSDT,9348830.25692900,328,1
AWEUSDT,9319147.98456000,329,1
TURTLEUSDT,9082085.27861000,330,1
VELODROMEUSDT,9059232.63759200,331,1
COOKIEUSDT,8826148.94307000,332,1
KSMUSDT,8757741.41702000,333,1
FTTUSDT,8694970.16895500,334,1
2ZUSDT,8663471.72902000,335,1
NMRUSDT,8657619.46400000,336,1
ACMUSDT,8605727.04470000,337,1
LAYERUSDT,8587122.96192300,338,1
UMAUSDT,8552096.93660000,339,1
IBMBUSDT,8446632.80823000,340,1
FLOWUSDT,8384414.28071870,341,1
SHELLUSDT,8274704.31572000,342,1
1000SATSUSDT,8217751.33187674,343,1
ONTUSDT,8192235.06937000,344,1
CELRUSDT,8057009.95524740,345,1
GLWBUSDT,7965299.48433000,346,1
NXPCUSDT,7933370.23470000,347,1
SUPERUSDT,7887437.43690000,348,1
SIGNUSDT,7832808.03139000,349,1
FUSDT,7821449.45810000,350,1
ATUSDT,7778660.54463000,351,1
COINBUSDT,7619608.64284000,352,1
CYBERUSDT,7598167.99648000,353,1
C98USDT,7535406.01249400,354,1
SANTOSUSDT,7510676.90202000,355,1
BBUSDT,7484124.37127000,356,1
GNOUSDT,7471034.21826000,357,1
RONINUSDT,7464736.97113700,358,1
FOGOUSDT,7431295.70074000,359,1
WDCBUSDT,7411832.66303000,360,1
XNOUSDT,7372716.52077000,361,1
ONGUSDT,7320199.99742000,362,1
XVGUSDT,7283209.12840300,363,1
BTTCUSDT,7251888.25912294,364,1
CTSIUSDT,7236895.37858000,365,1
RADUSDT,7026899.60870000,366,1
GASUSDT,7008493.33600000,367,1
CBRSBUSDT,6946878.76985000,368,1
BATUSDT,6891295.71920000,369,1
PUNDIXUSDT,6871156.67264000,370,1
QTUMUSDT,6839204.08970000,371,1
ADXUSDT,6686849.46990000,372,1
AXLUSDT,6667194.97952100,373,1
WALUSDT,6619586.98213000,374,1
MASKUSDT,6409528.89830000,375,1
ASRUSDT,6388990.98780000,376,1
ANIMEUSDT,6352582.36725500,377,1
SSVUSDT,6289639.45565200,378,1
QCOMBUSDT,6239840.79912000,379,1
BMTUSDT,6160435.63176000,380,1
1000CATUSDT,6139163.86691400,381,1
DUSKUSDT,6130700.55640000,382,1
IOTXUSDT,6024023.54945000,383,1
OSMOUSDT,6017083.26387400,384,1
GTCUSDT,5962663.91555600,385,1
CGPTUSDT,5911322.52981000,386,1
GMXUSDT,5846479.87983000,387,1
AEVOUSDT,5795234.22256170,388,1
MAGICUSDT,5751324.23817000,389,1
MSFTBUSDT,5709293.63051000,390,1
CKBUSDT,5660686.99806400,391,1
LITEBUSDT,5554786.28267000,392,1
INITUSDT,5407197.35244000,393,1
AAOIBUSDT,5405349.47169000,394,1
POWRUSDT,5306505.98300000,395,1
FRAXUSDT,5290478.68498000,396,1
METABUSDT,5201908.65883000,397,1
TSMBUSDT,5152877.74311000,398,1
WINUSDT,4959249.50419156,399,1
ACXUSDT,4809626.34399400,400,1
BIGTIMEUSDT,4721371.87566000,401,1
POLYXUSDT,4714933.53452000,402,1
COWUSDT,4639777.56408000,403,1
SOPHUSDT,4608189.68459000,404,1
ILVUSDT,4595919.93138000,405,1
CETUSUSDT,4549463.26828800,406,1
VTHOUSDT,4512291.24108200,407,1
RLCUSDT,4482272.37407000,408,1
LQTYUSDT,4411389.97307000,409,1
INTWBUSDT,4355257.94780000,410,1
ZRXUSDT,4323985.35880000,411,1
SOXSBUSDT,4254834.09660000,412,1
METISUSDT,4063715.80139000,413,1
HIVEUSDT,4043653.83320000,414,1
XVSUSDT,4007589.41860000,415,1
AVAUSDT,3963875.72737000,416,1
ASTRUSDT,3942615.04592350,417,1
IOSTUSDT,3925293.33146200,418,1
GLMUSDT,3924462.06147000,419,1
FLUXUSDT,3826712.07056900,420,1
SCUSDT,3757386.13417600,421,1
NOKBUSDT,3716461.18990000,422,1
BANDUSDT,3687286.52655000,423,1
PLTRBUSDT,3679143.35966000,424,1
AXTIBUSDT,3678530.75100000,425,1
WAXPUSDT,3671429.72844000,426,1
STEEMUSDT,3659465.82728100,427,1
DOLOUSDT,3531921.51094700,428,1
WOOUSDT,3518475.54701900,429,1
BABABUSDT,3447360.21313000,430,1
HOODBUSDT,3351331.56473000,431,1
KNCUSDT,3328427.76113000,432,1
QKCUSDT,3295164.99693500,433,1
TKOUSDT,3268264.44161000,434,1
MVLLBUSDT,3246448.41690000,435,1
TFUELUSDT,3024328.72317000,436,1
JOEUSDT,2950360.02632400,437,1
SFPUSDT,2924931.78840000,438,1
TQQQBUSDT,2901212.58650000,439,1
ARMBUSDT,2723445.28778000,440,1
CVCUSDT,2710325.78633000,441,1
QUICKUSDT,2682790.00939000,442,1
BNTUSDT,2646095.98578000,443,1
RKLBBUSDT,2516583.83130000,444,1
SPYBUSDT,2387061.54367000,445,1
LSKUSDT,2226138.77173000,446,1
AAPLBUSDT,1952625.11700000,447,1
ARKUSDT,1872016.57330000,448,1
GNSUSDT,1827597.28944000,449,1
ICXUSDT,1616211.78164000,450,1
CTKUSDT,1595758.32628000,451,1
AVGOBUSDT,1510993.29749000,452,1
ORCLBUSDT,1484361.25207000,453,1
CRWVBUSDT,1452269.91900000,454,1
IQUSDT,1222226.37268300,455,1
MTLUSDT,1207894.55370000,456,1
BEBUSDT,1187344.62155000,457,1
QNTBUSDT,475052.66940000,458,1
AMZNBUSDT,323439.55186000,459,1
SMHBUSDT,217448.00810000,460,1
FLNCBUSDT,199593.67830000,461,1
AMATBUSDT,138696.56096000,462,1
DELLBUSDT,120923.07903000,463,1
GSBUSDT,52869.76131700,464,1
PYPLBUSDT,44976.11600000,465,1
