symbol,vol30d,rank,included
DRAMBUSDT,89653598.22250001,90,1
ICPUSDT,89100369.07423998,91,1
QQQBUSDT,85399287.30389000,92,1
JTOUSDT,82758613.98143002,93,1
JSTUSDT,80902552.94841599,94,1
XECUSDT,80584215.18199266,95,1
ORDIUSDT,80329821.36949000,96,1
ETHFIUSDT,80036016.52500999,97,1
POLUSDT,77968290.00877701,98,1
HMSTRUSDT,76801704.31013161,99,1
TIAUSDT,74428547.40446499,100,1
EIGENUSDT,71647957.16238599,101,1
HFTUSDT,69972880.65066460,102,1
OPUSDT,68464870.02070200,103,1
ZROUSDT,66586598.52887001,104,1
NIGHTUSDT,66555342.72249000,105,1
MORPHOUSDT,62830953.04439000,106,1
WBTCUSDT,60234077.94802780,107,1
HEMIUSDT,60157401.74880700,108,1
SKLUSDT,59935978.76818001,109,1
VICUSDT,57516440.65791601,110,1
MEGAUSDT,57491415.52529101,111,1
PARTIUSDT,54441820.05001003,112,1
LUMIAUSDT,53791858.02260800,113,1
TUSDT,52710508.89397299,114,1
PROMUSDT,51978070.67875000,115,1
MANTRAUSDT,51936255.30197001,116,1
PENDLEUSDT,51558155.85370002,117,1
SEIUSDT,50856485.85561699,118,1
FFUSDT,49783573.34483800,119,1
CRVUSDT,49479713.87807000,120,1
JUPUSDT,49343794.86707000,121,1
RENDERUSDT,49176289.20519000,122,1
BABYUSDT,48943994.01827000,123,1
PYTHUSDT,48620398.98832000,124,1
ALGOUSDT,48616162.13290000,125,1
CHZUSDT,46932153.60392000,126,1
ATOMUSDT,46348645.35042001,127,1
ETCUSDT,46134658.91980000,128,1
TUTUSDT,45399045.62519000,129,1
HOLOUSDT,44095312.17920001,130,1
PYRUSDT,43152760.48205201,131,1
GALAUSDT,42867655.88303399,132,1
NILUSDT,42415498.40021101,133,1
DIAUSDT,42219522.73266000,134,1
TSLABUSDT,40907401.16353000,135,1
ATMUSDT,40429714.85218998,136,1
CAKEUSDT,39171273.05784000,137,1
INTCBUSDT,38988824.61848000,138,1
CFXUSDT,38270764.36408000,139,1
LUNCUSDT,38249773.26141156,140,1
ENSOUSDT,37628062.99848000,141,1
NBISBUSDT,37373357.14190000,142,1
PLUMEUSDT,36864213.61251000,143,1
APEUSDT,36690429.99783001,144,1
0GUSDT,36349246.85557002,145,1
OGNUSDT,36112314.29957999,146,1
NVDABUSDT,36090721.72953000,147,1
CHIPUSDT,36010840.14877000,148,1
BIOUSDT,35927460.54651099,149,1
RUNEUSDT,35464819.78869999,150,1
OPGUSDT,35444889.28694000,151,1
WIFUSDT,34698360.02419600,152,1
STRKUSDT,34682117.56128481,153,1
KATUSDT,33071072.25303000,154,1
HYPERUSDT,32172789.33360000,155,1
MSTRBUSDT,31745651.51671000,156,1
BFUSDUSDT,31001731.55289999,157,1
FLOKIUSDT,29770195.11813795,158,1
SAHARAUSDT,29492430.71424999,159,1
ALICEUSDT,29211738.55233000,160,1
SKYUSDT,29201832.69772999,161,1
BOMEUSDT,29081714.05677280,162,1
MUUBUSDT,29019505.44360000,163,1
ROBOUSDT,28908950.80339000,164,1
RESOLVUSDT,28626940.19222800,165,1
ZILUSDT,28225826.16107161,166,1
NEIROUSDT,28087411.99558152,167,1
KGSTUSDT,28037970.41223400,168,1
1000SATSUSDT,27883041.78636646,169,1
MUBARAKUSDT,27852948.63524300,170,1
SPELLUSDT,27836551.54157770,171,1
ZENUSDT,27835150.99101001,172,1
SYRUPUSDT,27454232.65482000,173,1
BERAUSDT,27229382.50087041,174,1
GOOGLBUSDT,26964775.54284000,175,1
SAGAUSDT,26901204.08006200,176,1
ACHUSDT,26834809.22525000,177,1
OPENUSDT,26419825.69743000,178,1
DYDXUSDT,26158236.83836700,179,1
PORTALUSDT,26118415.04001600,180,1
CFGUSDT,25856904.01662001,181,1
SPKUSDT,25672762.75345400,182,1
METUSDT,25556933.82835000,183,1
AXSUSDT,25420626.97912000,184,1
ZKUSDT,25319433.89667100,185,1
NOMUSDT,25184050.30968000,186,1
SNXUSDT,25011760.07970000,187,1
MITOUSDT,24655764.80333800,188,1
ACTUSDT,24583177.51058000,189,1
BLURUSDT,24292449.34077000,190,1
THEUSDT,24291395.62018000,191,1
AXTIBUSDT,23703086.25800000,192,1
PORTOUSDT,23420502.40922000,193,1
ARUSDT,22879256.52366000,194,1
AMDBUSDT,22844233.04074000,195,1
BARDUSDT,22506531.60682001,196,1
ONEUSDT,22237655.47339799,197,1
PEOPLEUSDT,22163770.66265100,198,1
GUSDT,21815913.33380999,199,1
GENIUSUSDT,21535703.05334000,200,1
BROCCOLI714USDT,21435874.20156000,201,1
TSTUSDT,21430162.02260100,202,1
REZUSDT,21368847.83113160,203,1
AGLDUSDT,21316746.40238000,204,1
TNSRUSDT,21217467.40762001,205,1
ENSUSDT,21007989.95870000,206,1
IOUSDT,20706316.88383200,207,1
EDUUSDT,20676726.21560000,208,1
IOTAUSDT,20647739.63530000,209,1
STOUSDT,20591425.18767000,210,1
GUNUSDT,20390716.70538000,211,1
WBETHUSDT,20359874.31165000,212,1
SUSDT,20230345.34123600,213,1
STXUSDT,20198720.61436000,214,1
LPTUSDT,19840595.17636000,215,1
EGLDUSDT,19435699.41480000,216,1
FIDAUSDT,19266733.70289900,217,1
PHAUSDT,18923124.25400000,218,1
DCRUSDT,18766143.47735000,219,1
BELUSDT,18708752.15202000,220,1
IDUSDT,18404976.07440000,221,1
TRBUSDT,18385697.35451000,222,1
ACXUSDT,18322584.09648700,223,1
CTSIUSDT,18208621.01556000,224,1
EDENUSDT,17905494.66217700,225,1
CVXUSDT,17463109.60629100,226,1
PNUTUSDT,17405447.87925000,227,1
BANANAS31USDT,17136724.58136400,228,1
ZKCUSDT,17088190.00386000,229,1
JASMYUSDT,17035437.82687300,230,1
SUNUSDT,16880519.92404000,231,1
SANDUSDT,16791400.78607000,232,1
WUSDT,16501011.66340300,233,1
QIUSDT,15970371.13871500,234,1
FORMUSDT,15900165.21465000,235,1
YBUSDT,15728634.08334999,236,1
ANKRUSDT,15726239.37133500,237,1
SAPIENUSDT,15716935.13919000,238,1
QNTUSDT,15599698.20913000,239,1
DGBUSDT,15465770.05633900,240,1
1MBABYDOGEUSDT,15295443.95967200,241,1
VETUSDT,15254687.89438560,242,1
SOXSBUSDT,15245200.33550000,243,1
STORJUSDT,15225283.78310000,244,1
GPSUSDT,15205827.14987900,245,1
AMPUSDT,14973519.19598700,246,1
1INCHUSDT,14820761.55422000,247,1
GRTUSDT,14790447.07386000,248,1
LINEAUSDT,14774885.27605800,249,1
GLMRUSDT,14761317.78124830,250,1
ROSEUSDT,14588219.30382100,251,1
AEVOUSDT,14563384.28558540,252,1
BARUSDT,14454059.54035000,253,1
LISTAUSDT,14186939.92644000,254,1
RSRUSDT,14082260.06862940,255,1
USUALUSDT,13980447.78808699,256,1
STRAXUSDT,13970568.21218000,257,1
YFIUSDT,13920811.73305000,258,1
THETAUSDT,13884357.14488000,259,1
HOTUSDT,13792599.82433700,260,1
KAIAUSDT,13780735.47435000,261,1
MRVLBUSDT,13759994.52258000,262,1
YGGUSDT,13667011.28756800,263,1
ARKMUSDT,13478754.78897000,264,1
ALPINEUSDT,13339760.68310000,265,1
IMXUSDT,13033604.70165400,266,1
LAZIOUSDT,12949644.26183000,267,1
1000CHEEMSUSDT,12940791.89289800,268,1
TWTUSDT,12928300.98210000,269,1
AVNTUSDT,12874259.97953000,270,1
JUVUSDT,12735203.22881000,271,1
MEMEUSDT,12671019.19779300,272,1
SOLVUSDT,12653184.97150000,273,1
TURBOUSDT,12554331.79234700,274,1
API3USDT,12530999.49337100,275,1
MANTAUSDT,12456842.14420300,276,1
BANANAUSDT,12430251.89228000,277,1
MBLUSDT,12386225.20917400,278,1
WDCBUSDT,12220950.59276000,279,1
MEUSDT,12120251.28314580,280,1
ENJUSDT,12084393.91298200,281,1
CELOUSDT,12078008.34539600,282,1
NEXOUSDT,11982305.22940000,283,1
AIUSDT,11938058.50691000,284,1
SCRUSDT,11909312.48381800,285,1
MOVEUSDT,11830616.21677000,286,1
RAYUSDT,11816087.35774000,287,1
MAVUSDT,11740805.06143000,288,1
HUMAUSDT,11730338.67519000,289,1
COINBUSDT,11719618.03944000,290,1
CITYUSDT,11549721.55708000,291,1
STGUSDT,11541122.75775000,292,1
NEWTUSDT,11400808.82937000,293,1
FLOWUSDT,11311670.99233980,294,1
NEOUSDT,11197441.08492000,295,1
XTZUSDT,11172547.96071000,296,1
AUSDT,11172304.28695000,297,1
GMTUSDT,11169057.03863100,298,1
AUDIOUSDT,11131437.10626200,299,1
RAREUSDT,11124898.02703800,300,1
MANAUSDT,11050534.14650000,301,1
CUSDT,10819982.33765000,302,1
SPYBUSDT,10811538.61909000,303,1
ZKPUSDT,10760005.30230000,304,1
PIXELUSDT,10680011.67637100,305,1
OGUSDT,10570791.62990000,306,1
WCTUSDT,10493028.49744200,307,1
KERNELUSDT,10470656.82087000,308,1
XAIUSDT,10376078.91608600,309,1
CATIUSDT,10257973.77376700,310,1
SCRTUSDT,10245665.45039000,311,1
AIXBTUSDT,10235606.91873800,312,1
KAVAUSDT,10201376.01723500,313,1
PSGUSDT,10170207.37441000,314,1
PIVXUSDT,10146123.08850000,315,1
TURTLEUSDT,10123796.23362000,316,1
ALTUSDT,10104735.30163000,317,1
LUNAUSDT,10086797.75846000,318,1
DOGSUSDT,10072534.84246546,319,1
MOVRUSDT,10056275.62511700,320,1
RVNUSDT,10022286.88534500,321,1
REQUSDT,9998173.99170000,322,1
SUSHIUSDT,9971013.67069000,323,1
GLWBUSDT,9948974.89324000,324,1
AUCTIONUSDT,9885222.93164000,325,1
BEAMXUSDT,9881926.81539200,326,1
COOKIEUSDT,9872367.58469000,327,1
AAOIBUSDT,9851878.02810000,328,1
REDUSDT,9794036.78337000,329,1
LITEBUSDT,9777393.08839000,330,1
MINAUSDT,9763986.16474000,331,1
ACMUSDT,9399724.32580000,332,1
ORCAUSDT,9250989.41205000,333,1
IBMBUSDT,9221332.80885000,334,1
COMPUSDT,9168847.39301000,335,1
BBUSDT,9137634.51559600,336,1
KMNOUSDT,9118087.32639000,337,1
AAPLBUSDT,9113183.75610000,338,1
ADXUSDT,9049095.96310000,339,1
PROVEUSDT,8884874.01334000,340,1
CBRSBUSDT,8855897.90816000,341,1
CELRUSDT,8797321.03174020,342,1
CHRUSDT,8607247.98708000,343,1
KSMUSDT,8539703.51380000,344,1
UMAUSDT,8365918.73460000,345,1
NXPCUSDT,8354162.24605000,346,1
MSFTBUSDT,8334725.91467000,347,1
RLCUSDT,8303786.92510000,348,1
SIGNUSDT,8192619.59195000,349,1
AWEUSDT,8171874.59745000,350,1
LAYERUSDT,8153108.46416900,351,1
SOMIUSDT,8048783.52497000,352,1
WAXPUSDT,8005472.59780000,353,1
BNSOLUSDT,7969189.98720000,354,1
SANTOSUSDT,7841931.95616000,355,1
SHELLUSDT,7791872.89257000,356,1
XNOUSDT,7787261.80732000,357,1
C98USDT,7770379.03238300,358,1
ARPAUSDT,7470467.70406600,359,1
BREVUSDT,7421540.52601000,360,1
SSVUSDT,7285533.02072100,361,1
SUPERUSDT,7269797.71270000,362,1
FOGOUSDT,7256952.77955000,363,1
XVGUSDT,7228361.03162200,364,1
ATUSDT,7137277.95479000,365,1
METABUSDT,7104844.33488000,366,1
QTUMUSDT,7090850.25020000,367,1
QCOMBUSDT,7068070.63496000,368,1
RONINUSDT,7039779.04184200,369,1
2ZUSDT,7035115.16048000,370,1
WINUSDT,7035007.87736236,371,1
FUSDT,7001283.68021000,372,1
GNOUSDT,6986860.21847000,373,1
CYBERUSDT,6803798.22900000,374,1
NMRUSDT,6785547.28320000,375,1
BMTUSDT,6785292.04054800,376,1
MVLLBUSDT,6722757.00260000,377,1
NOTUSDT,6598586.37880000,378,1
TSMBUSDT,6566344.10755000,379,1
DUSKUSDT,6544300.54760000,380,1
RPLUSDT,6493094.93970000,381,1
DYMUSDT,6444558.20748200,382,1
SLPUSDT,6388563.12498300,383,1
FRAXUSDT,6313128.44110000,384,1
GTCUSDT,6306183.14670400,385,1
PUNDIXUSDT,6287207.15589000,386,1
BATUSDT,6279895.23190000,387,1
AXLUSDT,6269845.54693600,388,1
GMXUSDT,6242201.09215000,389,1
ONTUSDT,6218340.22644000,390,1
HAEDALUSDT,6190249.99048600,391,1
WALUSDT,6188770.03792000,392,1
CGPTUSDT,6181347.25594300,393,1
VELODROMEUSDT,6000856.05519100,394,1
1000CATUSDT,5927684.58607200,395,1
GASUSDT,5924977.54190000,396,1
PLTRBUSDT,5920221.66929000,397,1
AVAUSDT,5861672.02386000,398,1
OSMOUSDT,5694309.39040600,399,1
BTTCUSDT,5633338.37894228,400,1
INTWBUSDT,5609293.75850000,401,1
ORCLBUSDT,5602298.10328000,402,1
LQTYUSDT,5534114.68799000,403,1
ASRUSDT,5512635.03310000,404,1
FTTUSDT,5449829.54070600,405,1
RADUSDT,5401442.70780000,406,1
ONGUSDT,5286290.64691000,407,1
IOTXUSDT,5243071.25283000,408,1
HOODBUSDT,5230934.06529000,409,1
CKBUSDT,5188024.58373500,410,1
INITUSDT,5185985.65311000,411,1
BIGTIMEUSDT,5132853.76058000,412,1
MASKUSDT,5114947.96420000,413,1
POWRUSDT,5103003.29980000,414,1
TQQQBUSDT,4626155.11440000,415,1
BABABUSDT,4479861.55534000,416,1
MAGICUSDT,4474993.59621000,417,1
SOPHUSDT,4449140.27998000,418,1
METISUSDT,4448958.08724000,419,1
NOKBUSDT,4445995.41310000,420,1
ANIMEUSDT,4360886.90575200,421,1
STEEMUSDT,4256221.86565500,422,1
XVSUSDT,4216568.72230000,423,1
ARMBUSDT,4147930.83099000,424,1
HIVEUSDT,4121575.48310000,425,1
COWUSDT,4046417.32954000,426,1
CETUSUSDT,4018865.35954500,427,1
POLYXUSDT,3990061.83913000,428,1
ILVUSDT,3965551.65721000,429,1
ASTRUSDT,3925258.50454940,430,1
IOSTUSDT,3923528.65543200,431,1
DOLOUSDT,3852075.39653300,432,1
WOOUSDT,3802673.32702800,433,1
TKOUSDT,3709707.83062000,434,1
CVCUSDT,3635407.25881000,435,1
JOEUSDT,3601899.51548600,436,1
RKLBBUSDT,3496767.48820000,437,1
FLNCBUSDT,3331826.38000000,438,1
VTHOUSDT,3316165.67137300,439,1
FLUXUSDT,3264333.13073100,440,1
BEBUSDT,3236959.18677000,441,1
KNCUSDT,3112331.65282000,442,1
SFPUSDT,3082610.04290000,443,1
BANDUSDT,3078875.72626000,444,1
ZRXUSDT,3014322.36950000,445,1
GLMUSDT,2870520.31275000,446,1
SCUSDT,2857384.04847800,447,1
TFUELUSDT,2822135.94640000,448,1
LSKUSDT,2770389.87199000,449,1
CRWVBUSDT,2737592.75300000,450,1
QKCUSDT,2719149.85691600,451,1
AVGOBUSDT,2715545.02588000,452,1
BNTUSDT,2648269.02630000,453,1
QUICKUSDT,2612493.15622000,454,1
CTKUSDT,2236494.69516000,455,1
ARKUSDT,2056786.61800000,456,1
ICXUSDT,1979545.14538000,457,1
QNTBUSDT,1800825.96050000,458,1
GNSUSDT,1757809.62879000,459,1
MTLUSDT,1471316.23740000,460,1
AMZNBUSDT,1390081.28707000,461,1
IQUSDT,1058679.48028400,462,1
SMHBUSDT,644016.19749000,463,1
AMATBUSDT,494696.53528000,464,1
DELLBUSDT,458290.90178000,465,1
COHRBUSDT,430075.44813000,466,1
ALABBUSDT,267738.22756000,467,1
PYPLBUSDT,214024.78300000,468,1
USARBUSDT,171501.59130000,469,1
BMNRBUSDT,146826.78280000,470,1
GSBUSDT,143287.68009100,471,1
IRENBUSDT,104415.16600000,472,1
ASTSBUSDT,95968.43220000,473,1
NFLXBUSDT,90319.12560000,474,1
ASMLBUSDT,83867.78375800,475,1
SMCIBUSDT,46819.46040000,476,1
CRDOBUSDT,27025.34771000,477,1
