symbol,vol30d,rank,included
JTOUSDT,51641518.17230999,118,1
MORPHOUSDT,50180295.25893998,119,1
ATOMUSDT,50091949.01915000,120,1
GOOGLBUSDT,49846112.15376000,121,1
SAGAUSDT,49111553.61548201,122,1
BROCCOLI714USDT,48755970.79816998,123,1
ALGOUSDT,48732703.90080000,124,1
BIOUSDT,48671607.80424400,125,1
ONGUSDT,47472200.19871000,126,1
SEIUSDT,46977339.27599099,127,1
NEIROUSDT,46199639.49811620,128,1
INTCBUSDT,45950384.70050001,129,1
SPYBUSDT,45107252.54432000,130,1
MUUBUSDT,45070659.31660001,131,1
COWUSDT,44846909.50952001,132,1
AXTIBUSDT,44267413.12369999,133,1
PEOPLEUSDT,44256674.45297900,134,1
PENDLEUSDT,43764973.10960000,135,1
ENSOUSDT,42663893.23360000,136,1
NIGHTUSDT,42576534.26564000,137,1
MEGAUSDT,42498268.68588001,138,1
CAKEUSDT,42114334.53376999,139,1
TIAUSDT,42102882.96092501,140,1
LUNCUSDT,41197871.48732983,141,1
EIGENUSDT,40717797.56786799,142,1
PYTHUSDT,39658054.81948600,143,1
GALAUSDT,39618526.22780401,144,1
CFXUSDT,39348487.35581001,145,1
ETCUSDT,39145259.79560000,146,1
HMSTRUSDT,37840946.93668951,147,1
NVDABUSDT,37678962.12100000,148,1
FFUSDT,37493292.61771099,149,1
BANANAS31USDT,37439975.53326700,150,1
MANTRAUSDT,36571710.13218000,151,1
ATMUSDT,36046937.68381000,152,1
CHZUSDT,35787255.86184999,153,1
ONEUSDT,35425367.86988240,154,1
JUPUSDT,34902739.96283000,155,1
XAIUSDT,34216412.84370000,156,1
STRKUSDT,33956757.60667349,157,1
ACTUSDT,33448733.97061800,158,1
OPENUSDT,33387681.86230000,159,1
1000SATSUSDT,33142564.35206397,160,1
TOWNSUSDT,32163181.95855000,161,1
MOVRUSDT,32104729.69280300,162,1
RUNEUSDT,31764858.62070001,163,1
BBUSDT,31755241.92278600,164,1
HYPERUSDT,31696151.72924000,165,1
WIFUSDT,31657806.50044199,166,1
PIXELUSDT,31053069.04777800,167,1
AAOIBUSDT,30907484.60843000,168,1
COOKIEUSDT,30653399.44654001,169,1
FLOKIUSDT,30051614.44964596,170,1
REDUSDT,29876614.24052000,171,1
XECUSDT,29416711.30574810,172,1
TREEUSDT,29320765.65542000,173,1
RAREUSDT,29017262.64655400,174,1
GUNUSDT,28876921.23985001,175,1
PARTIUSDT,28831328.72438000,176,1
SOXSBUSDT,28830942.74140000,177,1
PNUTUSDT,28458249.42165000,178,1
NOMUSDT,28350418.10337000,179,1
ZENUSDT,27946810.83876000,180,1
RADUSDT,27879285.32250000,181,1
DOLOUSDT,27828899.30827500,182,1
SPKUSDT,27650872.19184399,183,1
ACHUSDT,27401864.60322000,184,1
0GUSDT,27029554.94894700,185,1
MITOUSDT,26995822.91799999,186,1
AMDBUSDT,26931498.36220000,187,1
SKYUSDT,26401726.72628000,188,1
AVNTUSDT,26259043.83159000,189,1
SAHARAUSDT,26002668.28231000,190,1
CFGUSDT,25931046.21378000,191,1
AXSUSDT,25643380.73551000,192,1
SENTUSDT,25339164.38060000,193,1
AIGENSYNUSDT,25031285.39216000,194,1
MRVLBUSDT,24988847.55521000,195,1
BERAUSDT,24405050.86213650,196,1
METUSDT,24106221.29146000,197,1
OPGUSDT,24094442.20521000,198,1
ZILUSDT,24042057.33058920,199,1
LITEBUSDT,23975897.22340000,200,1
STORJUSDT,23750812.42920000,201,1
CTSIUSDT,23598640.00790000,202,1
LUMIAUSDT,23128503.46513999,203,1
STOUSDT,23057663.67065001,204,1
CVXUSDT,22982337.56854999,205,1
ZKUSDT,22798271.73645101,206,1
BARDUSDT,22763294.75607001,207,1
FIDAUSDT,22681334.14019400,208,1
1000CATUSDT,22429554.18569690,209,1
FORMUSDT,22333659.48532000,210,1
THEUSDT,22098275.56503000,211,1
LUNAUSDT,21902584.91189701,212,1
ARUSDT,21646851.96806000,213,1
LISTAUSDT,21140767.10882000,214,1
APEUSDT,21066676.97400400,215,1
2ZUSDT,21063802.94511000,216,1
ONTUSDT,20842200.36201000,217,1
IOUSDT,20591057.44391100,218,1
GLMRUSDT,20588250.27769750,219,1
SYRUPUSDT,20297324.38155001,220,1
WBETHUSDT,20229475.76900100,221,1
LPTUSDT,20043438.00299999,222,1
STXUSDT,19865871.42034000,223,1
GENIUSUSDT,19604904.06454000,224,1
SUSDT,19167694.68769901,225,1
TRBUSDT,19125326.18717000,226,1
IOTXUSDT,19040624.49392599,227,1
ALPINEUSDT,18997054.61112000,228,1
REZUSDT,18896728.18202050,229,1
AAPLBUSDT,18847997.12920001,230,1
COINBUSDT,18834851.79919000,231,1
OGNUSDT,18260296.82500000,232,1
MAVUSDT,18247161.77008000,233,1
BELUSDT,18198046.64332000,234,1
PHAUSDT,18189624.19170000,235,1
SNXUSDT,18129630.85407000,236,1
AEVOUSDT,17869781.03634601,237,1
SANDUSDT,17801838.06037000,238,1
ATUSDT,17583432.93787000,239,1
QIUSDT,17501801.21813900,240,1
SXTUSDT,17388005.62931600,241,1
KGSTUSDT,17313660.68015800,242,1
FLOWUSDT,17230810.30515920,243,1
SCRTUSDT,17223904.44577000,244,1
DYDXUSDT,17195221.19967550,245,1
C98USDT,17150954.26605599,246,1
NXPCUSDT,17077196.29846000,247,1
EDUUSDT,16852443.12760000,248,1
RESOLVUSDT,16545623.12174200,249,1
TNSRUSDT,16435901.48496000,250,1
ROSEUSDT,16311983.66616100,251,1
CATIUSDT,16142545.00715100,252,1
ADXUSDT,16113415.12720000,253,1
TWTUSDT,16066588.67800000,254,1
IDUSDT,15974550.53460000,255,1
WALUSDT,15888395.67687000,256,1
NEXOUSDT,15830487.01277000,257,1
MEMEUSDT,15668097.83204500,258,1
ENSUSDT,15407538.81140000,259,1
VETUSDT,15300956.85262570,260,1
SCRUSDT,15143561.05414400,261,1
1INCHUSDT,15086777.38783000,262,1
SOLVUSDT,14875555.51625000,263,1
STGUSDT,14858312.36267000,264,1
ZKCUSDT,14819705.28853000,265,1
KATUSDT,14799885.14629000,266,1
WDCBUSDT,14792369.37077000,267,1
GRTUSDT,14623172.11261000,268,1
QNTUSDT,14597695.33056000,269,1
MOVEUSDT,14454330.74917000,270,1
API3USDT,14394662.28287100,271,1
SUNUSDT,14212666.25676000,272,1
TURBOUSDT,14075223.88404300,273,1
CBRSBUSDT,14048498.13529000,274,1
SHELLUSDT,13906726.68121000,275,1
MEUSDT,13796966.78345340,276,1
JASMYUSDT,13771265.63421200,277,1
AIXBTUSDT,13693459.36916500,278,1
KAVAUSDT,13651651.76189900,279,1
WUSDT,13650947.82039500,280,1
TUSDT,13554886.57960800,281,1
ACMUSDT,13519602.32640000,282,1
RONINUSDT,13422422.50662900,283,1
SAPIENUSDT,13256823.60961000,284,1
SKLUSDT,13215560.02893000,285,1
KMNOUSDT,13174934.09872000,286,1
COMPUSDT,12992098.28921000,287,1
YBUSDT,12966833.31069000,288,1
RSRUSDT,12936605.45509220,289,1
KAIAUSDT,12930961.78919000,290,1
YGGUSDT,12836378.30607600,291,1
BANANAUSDT,12823507.25441000,292,1
1000CHEEMSUSDT,12735551.38562400,293,1
ZKPUSDT,12704268.73367000,294,1
1MBABYDOGEUSDT,12607047.13712400,295,1
DYMUSDT,12558452.64324000,296,1
RVNUSDT,12396786.07199300,297,1
IMXUSDT,12262243.74828000,298,1
WCTUSDT,12243170.31614300,299,1
DOGSUSDT,11920278.71307187,300,1
CUSDT,11826947.59482000,301,1
LINEAUSDT,11794075.65573500,302,1
IOTAUSDT,11767593.37480000,303,1
ARKMUSDT,11569667.23417000,304,1
DUSKUSDT,11474868.76360000,305,1
BNSOLUSDT,11417357.28350000,306,1
COHRBUSDT,11213564.07354000,307,1
MVLLBUSDT,11201366.53480000,308,1
SIGNUSDT,11174960.85784000,309,1
HUMAUSDT,11090315.96609000,310,1
RAYUSDT,11028467.71042000,311,1
PROVEUSDT,10967207.49594000,312,1
THETAUSDT,10926006.17439000,313,1
GMTUSDT,10793126.65928900,314,1
SANTOSUSDT,10778103.01532000,315,1
AMPUSDT,10535726.69740900,316,1
METABUSDT,10483065.03970000,317,1
NOTUSDT,10441564.72255600,318,1
USUALUSDT,10400341.38709600,319,1
GUSDT,10358043.91049000,320,1
KERNELUSDT,10231564.67651000,321,1
CETUSUSDT,10230084.64547500,322,1
SOPHUSDT,10226719.75104000,323,1
REQUSDT,10195179.00840000,324,1
CELRUSDT,10123508.82141810,325,1
ORCLBUSDT,10029664.06295000,326,1
ALTUSDT,9977819.60509000,327,1
DGBUSDT,9865703.39369000,328,1
XTZUSDT,9740299.33923000,329,1
OGUSDT,9646288.15380000,330,1
RLCUSDT,9602942.21930000,331,1
ENJUSDT,9540498.51752500,332,1
VELODROMEUSDT,9504664.08439400,333,1
NEOUSDT,9432300.56938000,334,1
LAZIOUSDT,9404413.67954000,335,1
AUDIOUSDT,9402236.16920100,336,1
OSMOUSDT,9359555.31999800,337,1
PORTOUSDT,9330439.04479000,338,1
BLURUSDT,9317978.16097200,339,1
SOMIUSDT,9301569.16358000,340,1
HAEDALUSDT,9242593.24763300,341,1
TURTLEUSDT,9100979.48560000,342,1
SUSHIUSDT,9057861.07264000,343,1
JUVUSDT,8977726.09741000,344,1
NEWTUSDT,8949299.39417100,345,1
MSFTBUSDT,8943856.24054000,346,1
CGPTUSDT,8923225.36620000,347,1
INTWBUSDT,8845073.23860000,348,1
MBLUSDT,8802051.75810900,349,1
BEAMXUSDT,8662776.04872900,350,1
INITUSDT,8651768.01620200,351,1
EGLDUSDT,8649111.69011000,352,1
BIGTIMEUSDT,8647061.90353000,353,1
JOEUSDT,8638305.37640800,354,1
CRWVBUSDT,8610143.92900000,355,1
STRAXUSDT,8581902.08691000,356,1
LSKUSDT,8480114.82134000,357,1
HOODBUSDT,8471833.50454000,358,1
ORCAUSDT,8387955.64380000,359,1
SUPERUSDT,8343635.84220000,360,1
GLWBUSDT,8343251.74946000,361,1
TSMBUSDT,8172399.13645000,362,1
KSMUSDT,8084746.88679000,363,1
IBMBUSDT,8009526.59368000,364,1
QCOMBUSDT,8001851.48157000,365,1
WAXPUSDT,7997856.89429000,366,1
CITYUSDT,7939650.89136000,367,1
AGLDUSDT,7912668.62552000,368,1
BARUSDT,7842246.92379000,369,1
QTUMUSDT,7826731.22920000,370,1
AIUSDT,7756068.64213000,371,1
DCRUSDT,7722466.87746000,372,1
LQTYUSDT,7671536.91020000,373,1
HOTUSDT,7572565.42383600,374,1
UMAUSDT,7528406.73060000,375,1
FOGOUSDT,7505714.44574000,376,1
BATUSDT,7459909.62420000,377,1
AUSDT,7438886.55468000,378,1
MANTAUSDT,7429838.64162100,379,1
TQQQBUSDT,7406099.31190000,380,1
BEBUSDT,7343194.84403000,381,1
PSGUSDT,7318067.11539000,382,1
CELOUSDT,7286928.95959500,383,1
AUCTIONUSDT,7257123.50720000,384,1
MINAUSDT,7220434.49743000,385,1
SSVUSDT,7134446.58402400,386,1
LAYERUSDT,7089301.55572700,387,1
WINUSDT,7010465.16951265,388,1
SPELLUSDT,6954159.05940880,389,1
BREVUSDT,6941087.57236000,390,1
FUSDT,6848938.79067400,391,1
SMCIBUSDT,6804027.72280000,392,1
BABABUSDT,6768507.51511000,393,1
PLTRBUSDT,6666381.25801000,394,1
MAGICUSDT,6662286.56197000,395,1
YFIUSDT,6644785.93711000,396,1
AVAUSDT,6571099.73725000,397,1
ARMBUSDT,6554856.84219000,398,1
GNOUSDT,6541135.67827000,399,1
GTCUSDT,6486484.36613800,400,1
RKLBBUSDT,6416896.92310000,401,1
SLPUSDT,6370712.55997900,402,1
QNTBUSDT,6325855.91330000,403,1
CHRUSDT,6307956.61242000,404,1
GASUSDT,6299339.31810000,405,1
AWEUSDT,6272177.98792000,406,1
CYBERUSDT,6242729.12665000,407,1
ILVUSDT,6225909.80046000,408,1
MANAUSDT,6104313.14450000,409,1
BTTCUSDT,5924627.84775972,410,1
GMXUSDT,5793568.20822000,411,1
ARPAUSDT,5772326.83872500,412,1
AVGOBUSDT,5727816.11607000,413,1
ICXUSDT,5710587.75383200,414,1
FRAXUSDT,5615104.70157000,415,1
CKBUSDT,5599127.09359200,416,1
NOKBUSDT,5588874.65450000,417,1
ASRUSDT,5462736.89950000,418,1
FTTUSDT,5431310.82461100,419,1
STEEMUSDT,5285238.26636700,420,1
ANKRUSDT,5283625.04499300,421,1
XVGUSDT,5279754.45330800,422,1
FLUXUSDT,5250339.32137600,423,1
XNOUSDT,5206894.01959000,424,1
GMEBUSDT,5195058.74620000,425,1
BMNRBUSDT,5157614.60230000,426,1
AXLUSDT,5120093.44128800,427,1
IOSTUSDT,5077330.96962800,428,1
FLNCBUSDT,4757140.52510000,429,1
RPLUSDT,4690470.96374000,430,1
SFPUSDT,4604108.22860000,431,1
TKOUSDT,4541054.32878000,432,1
IRENBUSDT,4494456.74920000,433,1
PUNDIXUSDT,4464660.03239000,434,1
HIVEUSDT,4368240.07470000,435,1
WOOUSDT,4365166.63840000,436,1
XVSUSDT,4267359.70440000,437,1
MASKUSDT,4231022.87930000,438,1
NMRUSDT,4202259.96520000,439,1
POWRUSDT,4166314.32760000,440,1
METISUSDT,4165075.75484000,441,1
CVCUSDT,3979943.85957000,442,1
AMATBUSDT,3868452.53767000,443,1
POLYXUSDT,3533175.83609000,444,1
BANDUSDT,3530526.23680000,445,1
ANIMEUSDT,3506796.09372100,446,1
BNTUSDT,3172950.61360000,447,1
CTKUSDT,2698147.33586000,448,1
ASTRUSDT,2652360.62510110,449,1
KNCUSDT,2587712.44199000,450,1
MTLUSDT,2569795.09990000,451,1
DELLBUSDT,2557738.97348000,452,1
VTHOUSDT,2403943.05772200,453,1
AMZNBUSDT,2383546.55485000,454,1
GLMUSDT,2375470.58067000,455,1
ASTSBUSDT,2354687.55940000,456,1
QKCUSDT,2323295.80326000,457,1
ARKUSDT,2226686.65270000,458,1
SCUSDT,2212755.65357900,459,1
TFUELUSDT,2136719.40056000,460,1
ZRXUSDT,2135726.25070000,461,1
ALABBUSDT,2111645.91276000,462,1
QUICKUSDT,2110785.04082000,463,1
USARBUSDT,2099646.06150000,464,1
GNSUSDT,1965651.16614000,465,1
CRDOBUSDT,1486120.11399000,466,1
NFLXBUSDT,1437438.04340000,467,1
SMHBUSDT,1120332.32555000,468,1
IQUSDT,1056198.66451900,469,1
PYPLBUSDT,727300.42620000,470,1
ASMLBUSDT,549171.75639100,471,1
GSBUSDT,267791.11464900,472,1
